company,competitors
STX,"STX vs. STX, FDS, BAH, WDC, J, AFRM, FLT, GEN, PATH, and APP"
STNG,"STNG vs. FRO, SFL, SBLK, LPG, DHT, DAC, CMRE, ZIM, NVGS, and HTZ"
STM,"STM vs. VIAO, AWINW, LIDRW, ALLG, APCXW, ARBEW, ARQQW, ASTSW, AUUDW, and AUROW"
SURG,"SURG vs. CXDO, KORE, SDH, ELTK, KEQU, ZFOX, SANG, ONDS, GAN, and LINK"
SUNW,"SUNW vs. ELIQ, CLRO, EPOW, SONM, AKTS, DZSI, NEOV, HUSA, OPTT, and MXC"
SUPN,"SUPN vs. PCRX, INVA, PHAT, ORIC, OCUL, ARQT, BTAI, KPTI, CORT, and PRGO"
STT,"STT vs. NTRS, BK, FITB, MTB, FCNCA, DB, CFG, BBDO, ALLY, and EWBC"
SVFD,"SVFD vs. NUZE, EDBL, BSFC, EAST, IVP, WTER, GNLN, AGRI, BOF, and SNAX"
SURGW,"SURGW vs. ALFIW, CUENW, CURIW, DATSW, PHUNW, RCRTW, BTX, CIDM, and NLOK"
SVC,"SVC vs. LTC, CXW, RLJ, PEB, BDN, DRH, DHC, INN, UHT, and FCPT"
STWD,"STWD vs. AGNC, NLY, RC, ARI, FR, BRX, STAG, OHI, NNN, and VNO"
SVII,"SVII vs. CREV, NPAB, IPXX, KAII, RENE, FIAC, LCAA, RRAC, DHHC, and IVCB"
SVIIU,"SVIIU vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, AVHIU, and AVHIW"
SVIIR,"SVIIR vs. ABLLL, ASGI, AITRU, ATMCR, ARBKL, ARIZR, ATLCL, ATCOL, RILYN, and RILYG"
STVN,"STVN vs. GMED, SWAV, PEN, INSP, TFX, HAE, MMSI, GKOS, NARI, and IRTC"
SUM,"SUM vs. KNF, USLM, BCC, AWI, KBH, RYN, SKY, LPX, IBP, and ACA"
SVIIW,"SVIIW vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, AVHIU, and AVHIW"
SVRA,"SVRA vs. TVTX, ZYME, CALT, RNA, ALXO, EWTX, MGNX, EOLS, VERA, and PRTC"
STZ,"STZ vs. BF.B, KDP, ABEV, DEO, KHC, KVUE, KMB, ADM, GIS, and HSY"
SUP,"SUP vs. STRT, CAAS, CPTN, XOS, AEVA, MPAA, CVGI, CPS, GP, and BEEM"
SUI,"SUI vs. ESS, MAA, ELS, UDR, CPT, EQR, AVB, WPC, KIM, and HST"
SU,"SU vs. HES, VLO, MPC, PSX, EQNR, BP, COP, TRP, WMB, and OKE"
SUN,"SUN vs. PBF, YPF, CVI, DK, SEDG, UGP, VNOM, ENLC, SSL, and CWEN"
SVREW,"SVREW vs. LBPSW, ADNWW, AMPGW, ATNFW, CEADW, COMSW, GMBLW, AFRIW, GMVDW, and IMTXW"
SVRE,"SVRE vs. ELWS, RCRT, SRAX, MOBQ, AUVI, EBET, OGBLY, DMSL, ROI, and ATTOF"
SWAGW,"SWAGW vs. ABLVW, GSMGW, MOBQW, TRKAW, AENTW, ANGHW, BZFDW, CCGWW, CSSEP, and CSSEL"
SUPV,"SUPV vs. ESQ, VBNK, PGC, BLX, HQL, MDBH, HBCP, KTF, UHG, and HIVE"
SWAV,"SWAV vs. GMED, STVN, INSP, HAE, PEN, MMSI, GKOS, NARI, IART, and IRTC"
SWAG,"SWAG vs. CACO, CORZ, OMH, RVYL, HLBZ, DLPN, VIVK, OG, APCX, and IPDN"
SWBI,"SWBI vs. NPK, RGR, POWW, WRAP, VSTO, RICK, SSP, WW, XPOF, and LIND"
SWIM,"SWIM vs. WLDN, MEC, LYTS, CPAC, SLND, SMID, BBCP, TPC, LMB, and AENZ"
SWKH,"SWKH vs. MFIN, VABK, OCN, STRS, TSI, MVT, DOUG, CBAN, CFFI, and BCBP"
SWKHL,"SWKHL vs. ABLLL, ASGI, AITRU, ATMCR, ARBKL, ARIZR, ATLCL, ATCOL, RILYN, and RILYG"
SUZ,"SUZ vs. IP, CF, GFI, BG, CE, SQM, MOS, ALB, WLK, and WRK"
SWKS,"SWKS vs. ENPH, LSCC, RMBS, MTSI, MPWR, POWI, MCHP, UMC, QRVO, and ALGM"
SWVL,"SWVL vs. BAOS, SOPA, EQOS, QH, CREG, PALT, XELA, SGRP, AUUD, and PRSO"
SWSS,"SWSS vs. OXUS, LIVB, NCAC, IRAA, YOTA, TRON, RFAC, MSSA, ZLS, and LIBY"
SVV,"SVV vs. CENT, MCW, MODG, LRN, DISH, CRI, SPB, TNL, ATGE, and ATAT"
SWTX,"SWTX vs. IOVA, RXRX, TWST, NMRA, BEAM, VCEL, ACLX, INBX, KYMR, and SRRK"
SWVLW,"SWVLW vs. CXAIW, MCLDP, MVLAW, NIRWW, PRSTW, RUMBW, AWINW, LIDRW, ALLG, and APCXW"
SXTPW,"SXTPW vs. ATNFW, DRTSW, APLMW, ABIO, ARTLW, BCDAW, BCTXW, CDIOW, CTCXW, and CELUW"
SXTC,"SXTC vs. AVTX, EVLO, ZVSA, ADTX, CYTO, EVFM, GLMD, KTRA, SPRC, and TMBR"
SXTP,"SXTP vs. LSDI, CMND, BWV, MNPR, LIXT, XCUR, ADXN, CLVR, KPRX, and XBIO"
SWI,"SWI vs. SPNS, BLKB, EVCM, SEMR, DCBO, PD, ALKT, PRGS, BB, and FSLY"
SVT,"SVT vs. UU, CNA, SSE, PNN, DRX, TEP, YU, HGEN, GOOD, and IES"
SYBT,"SYBT vs. FBNC, TCBK, BUSE, HTLF, SRCE, EFSC, LKFN, STBA, OFG, and PEBO"
SYBX,"SYBX vs. CARA, DARE, SCTL, NRXP, GANX, ELAB, RZLT, FIXX, VYNE, and IPA"
SYM,"SYM vs. EFX, GPN, VRSK, RKT, FIS, SPOT, APTV, WCN, PLTR, and NU"
SYNA,"SYNA vs. POWI, IPGP, WOLF, DIOD, ALGM, TSEM, FORM, KLIC, SITM, and MTSI"
SY,"SY vs. TRVG, ADEX, TCX, LIFW, ZVIA, INGN, GLYC, PRAX, CVM, and OMGA"
SWN,"SWN vs. RRC, MTDR, SM, KOS, CRK, CPE, MRO, EQT, FANG, and HESM"
SYRA,"SYRA vs. COSM, VINC, LPCN, LEXX, BIAF, NNVC, AGE, CNTX, LABP, and GNPX"
SYRE,"SYRE vs. GYRE, VERU, EGRX, ADAG, IFRX, CLSD, ACET, APLM, BCTX, and CLNN"
SYPR,"SYPR vs. LTRPA, KTCC, IRIX, LPTH, KORE, ICAD, OSS, ENCP, MNDO, and AEYE"
SWZ,"SWZ vs. SSSS, MGF, PFO, NMT, PCM, NIM, BCV, KSM, ECF, and JHI"
SWX,"SWX vs. CPK, BIPC, ORA, AQN, ENIC, POR, NJR, UGI, IDA, and CIG"
SXI,"SXI vs. TNC, HEES, EPAC, HOLI, B, KMT, HLIO, ATMU, GIC, and LNN"
SXT,"SXT vs. MEOH, GPRE, WLKP, OR, TFPM, CALM, EGO, MTRN, IOSP, and HL"
SYRS,"SYRS vs. ETON, CARM, ABEO, ANIX, BLRX, PMVP, KNTE, CTXR, GBIO, and XBIT"
SYTA,"SYTA vs. ASAP, CTK, VERB, PBTS, RBCN, NIR, GROM, SOFO, NOGN, and VS"
SWK,"SWK vs. PKG, NDSN, GGG, AMCR, CNHI, RS, ZBRA, IEX, AVY, and HUBB"
SYTAW,"SYTAW vs. LBPSW, ADNWW, AMPGW, ATNFW, CEADW, COMSW, GMBLW, AFRIW, GMVDW, and IMTXW"
SZZL,"SZZL vs. CLIN, MITA, THCP, CSLM, FNVT, LATG, PORT, CAPT, MARX, and ATMV"
SZZLW,"SZZLW vs. ASCBW, ALSAW, ACAXW, APXIW, ARIZW, ATAKW, BWAQW, BRKHW, CFFSW, and CLINW"
TACT,"TACT vs. KTCC, RDCM, ALOT, INVE, IMMR, AUID, QUBT, PXLW, CODA, and GSIT"
SYF,"SYF vs. COOP, COIN, EG, ESS, MAA, CFG, BAM, AEG, AER, and L"
SXC,"SXC vs. CLB, CAPL, METC, SPWR, REX, NBR, GRNT, PUMP, PDS, and DRQ"
TAIT,"TAIT vs. DTST, ARBB, TRT, EMKR, CLRO, CHR, TSRI, OCC, JTAI, and SGMA"
SYK,"SYK vs. BSX, BDX, DXCM, ELV, MDT, ISRG, BMY, VRTX, GILD, and SNY"
TALKW,"TALKW vs. ACONW, KERNW, BFRGW, CCLDP, CCLDO, MTBCO, EUDAW, BEATW, LFMDP, and ONMDW"
TANH,"TANH vs. YTEN, VNTRQ, VNTR, ITP, RKDA, AUMN, LODE, AMTX, GPP, and WLKP"
TARA,"TARA vs. UPTD, ENTX, PMCB, APTO, SNTI, EVAX, SRZN, AIM, PLUR, and PHXM"
TALK,"TALK vs. PNTG, PIII, SHCR, DCGO, INNV, USPH, SILK, TFFP, SIGA, and AMWL"
TAOP,"TAOP vs. BKYI, MYSZ, WAVD, AMST, DTSS, SEAC, BLIN, GVP, IFBD, and WISA"
TARS,"TARS vs. NVAX, ALEC, CRBU, HLVX, VALN, ADPT, ALLO, ICVX, ADAP, and TALS"
SYY,"SYY vs. USFD, HSY, GIS, ADM, CTVA, KMB, KVUE, CCEP, STZ, and KHC"
T,"T vs. VZ, AMX, ORAN, UBER, LRCX, AMAT, SHOP, ADI, PANW, and ABNB"
SYT,"SYT vs. AIRE, QRHC, PAYS, SKYX, DRCT, NOTE, SCWO, ADTH, RMGC, and ATGL"
TASK,"TASK vs. TTEC, ETWO, CSGS, EGHT, LVOX, SOHU, UPWK, YY, WNS, and RNG"
TAST,"TAST vs. BH, NATH, DENN, RRGB, RICK, CHUY, DIN, BJRI, PBPB, and LOCO"
TAYD,"TAYD vs. ADES, RSSS, ACNT, DNMR, VLD, PESI, WRAP, IPAX, UFI, and ISDR"
TATT,"TATT vs. BYRN, LLAP, PPIH, APT, AIRT, HSON, HRT, DRTT, FTEK, and YELL"
TAC,"TAC vs. PAM, OTTR, KEN, BKH, EDN, POR, AQN, ENIC, IDA, and CIG"
TBBK,"TBBK vs. FFBC, FRME, SFNC, NBTB, WSBC, FULT, TRMK, CHCO, FCF, and WABC"
TAK,"TAK vs. ALNY, GMAB, BMRN, BGNE, GSK, VTRS, TEVA, RDY, UTHR, and LEGN"
TBIO,"TBIO vs. DNAY, PRPO, TLIS, OMIC, RPID, HLTH, VIRI, TCRT, MBIO, and PETV"
TBLD,"TBLD vs. ASGI, ARBKL, ATCOL, RILYN, RILYG, RILYZ, RILYT, BLACR, BMEZ, and BLEUR"
TBCP,"TBCP vs. PLMI, EVGR, BYN, APXI, DSAQ, ESHA, PPYA, CHEA, FXCO, and ACAB"
TALO,"TALO vs. AESI, VET, KRP, PARR, CRGY, CPE, DMLP, CRK, GRNT, and VIST"
TBLA,"TBLA vs. MGNI, MODN, YALA, PUBM, GRND, HUYA, EB, HSTM, KIND, and SABR"
TAP,"TAP vs. SAM, SJM, CPB, ACI, CAG, CELH, LW, COTY, USFD, and CHWY"
TBMC,"TBMC vs. RWOD, BOWN, ESAC, BLAC, ONYX, GODN, QDRO, HSPO, OSI, and DISA"
TAL,"TAL vs. EDU, GHC, LRN, ATGE, STRA, LAUR, AFYA, LNW, DLB, and PSO"
TBLT,"TBLT vs. EFOI, CEAD, WLGS, ENG, RETO, ILAG, SCX, LCUT, EML, and HLMN"
TBPH,"TBPH vs. PRTC, AVTE, EOLS, BCYC, ANAB, ORGO, MGNX, ELVN, LYEL, and EWTX"
TBMCR,"TBMCR vs. ABLLL, ASGI, AITRU, ATMCR, ARBKL, ARIZR, ATLCL, ATCOL, RILYN, and RILYG"
TBNK,"TBNK vs. PROV, WSBF, FCAP, SFBC, HMNF, FNWD, FSFG, MGYR, CZWI, and OFED"
TC,"TC vs. TGL, OLB, FTFT, MOGU, AHG, JWEL, BYU, MGOL, SECO, and CJJD"
TARO,"TARO vs. GHRS, INCR, LVTX, NLSP, PHVS, QLI, SXTPW, ACONW, AIMDW, and KERNW"
TCBC,"TCBC vs. BYFC, FFBW, OFED, MGYR, CLST, IROQ, ASRV, NSTS, HFBL, and CFSB"
TCBIO,"TCBIO vs. OZKAP, BWBBP, BHRB, CCNEP, CNOBP, DCOMP, EFSCP, FITBO, FITBI, and FITBP"
TCBP,"TCBP vs. KRBP, HGEN, CALA, GMVDF, SNES, ONCR, THAR, BLPH, ALNAQ, and GNCA"
TCBK,"TCBK vs. BUSE, SYBT, FBNC, SRCE, VBTX, HTLF, STBA, EFSC, LKFN, and PEBO"
TCBI,"TCBI vs. BOH, IBOC, FBP, CATY, INDB, CVBF, FIBK, PPBI, UCBI, and ABCB"
TCBPW,"TCBPW vs. SXTPW, AIMDW, DRTSW, APLMW, ARTLW, BCDAW, BCTXW, CDIOW, CTCXW, and CELUW"
TCBX,"TCBX vs. TSBK, NECB, BLFY, PBFS, FSBW, ESSA, HBCP, CLLS, PVBC, and FNWB"
TCMD,"TCMD vs. ANIK, RCEL, OBIO, ANGO, UTMD, ARAY, SILK, LYRA, NPCE, and SKIN"
TCJH,"TCJH vs. KINS, NOM, WVFC, BMTX, BTCS, LEJU, OPHC, MSVB, CUBA, and PWM"
TCBS,"TCBS vs. BCOW, WVFC, RBKB, CULL, SRBK, AFBI, ECBK, WMPN, FNWB, and CPBI"
TCPC,"TCPC vs. ASCBW, VFL, AWF, ALSAW, ACAXW, ARL, WNNRU, APXIW, ARIZW, and ASA"
TBI,"TBI vs. KELYA, BBSI, KFRC, RCMT, HQI, CCRN, DLHC, SRT, TTEC, and BWMN"
TCOM,"TCOM vs. LYV, CCL, SIRI, ONON, RCI, K, WMG, RBLX, EDR, and TTWO"
TCON,"TCON vs. ALBT, FNCH, PALI, CELZ, FRTX, TTNP, WINT, IKT, ELOX, and PKBO"
TCRT,"TCRT vs. MBIO, VIRI, ACRX, MYNZ, GNPX, AMTI, LABP, BNOX, GTBP, and VINC"
TCX,"TCX vs. OOMA, INOD, SOHU, PCYG, LVOX, TRVG, QBTS, BCOV, EGHT, and QSI"
TCRX,"TCRX vs. CHRS, STRO, CCCC, SCLX, IPHA, ZURA, CMPX, BLUE, FENC, and ALVR"
TDUP,"TDUP vs. REAL, PRCH, VGII, GROV, PLIN, ALCO, CDZI, YSG, CBUS, and HFFG"
TCN,"TCN vs. SBCF, SFNC, NHI, DEI, PSEC, CWK, IFS, PJT, EBC, and GBDC"
TCOA,"TCOA vs. IXAQ, FWAC, BYNO, ENER, COOL, CDAQ, PFTA, CMCA, TGAA, and IOAC"
TDF,"TDF vs. NCA, WHF, PMM, RCS, ASG, MMT, ZTR, BKT, MIN, and TYG"
TCS,"TCS vs. LCUT, BRAG, EM, AOUT, BSET, CDRO, SKLZ, CNTY, YGF, and LAZY"
TD,"TD vs. HDB, MUFG, RY, BMO, SAN, SMFG, ING, BBVA, CM, and LYG"
TECH,"TECH vs. NBIX, RGEN, QGEN, EXEL, IMVT, PCVX, CRSP, DNA, KRYS, and DNLI"
TECTP,"TECTP vs. OZKAP, BWBBP, BHRB, CCNEP, CNOBP, DCOMP, EFSCP, FITBP, FITBO, and FITBI"
TEAM,"TEAM vs. VMW, CRWD, SNOW, NTES, ADSK, CDNS, DDOG, SNPS, MDB, and VEEV"
TEDU,"TEDU vs. BOXL, ADD, WAFU, EDTK, CREG, EJH, VRME, VENA, QH, and GDC"
TDCX,"TDCX vs. SMRT, MDRX, TSP, ARBE, GGR, ISPR, GCT, RILY, NYAX, and CRAI"
TDOC,"TDOC vs. HIMS, AZTA, PGNY, CYTK, AXSM, OGN, MLTX, CNMD, IART, and NARI"
TDG,"TDG vs. GD, NOC, LHX, HEI, TDY, TXT, LDOS, LMT, RTX, and BA"
TDS,"TDS vs. SHEN, IDT, TEO, CNSL, SJW, ENLT, CPK, PRMW, MYRG, and TAC"
TDW,"TDW vs. BAK, WHD, BSM, CRC, HP, NOG, CPG, BE, CNX, and CVI"
TELA,"TELA vs. APYX, LUCD, ICAD, CODX, ECOR, JYNT, OMGA, CVM, GLYC, and LBPH"
TCI,"TCI vs. ASCBW, VFL, AWF, ALSAW, ACAXW, ARL, WNNRU, APXIW, ARIZW, and ASA"
TENK,"TENK vs. PWUP, GAMC, ATMV, ATMC, MARX, CAPT, LATG, QDRO, ONYX, and BLAC"
TENB,"TENB vs. WK, VRNS, CWAN, BLKB, ASAN, TDC, VERX, APPF, SMAR, and SQSP"
TENX,"TENX vs. VCNX, CNSP, KTTA, NHWK, PULM, CVKD, APM, GHSI, CANF, and SBFM"
TDY,"TDY vs. NOC, DRS, LHX, TXT, HEI, LDOS, HII, CW, CAE, and HXL"
TEAF,"TEAF vs. AWP, THQ, ACP, THW, AVK, AFB, AFT, AIF, ARDC, and BGH"
TER,"TER vs. DT, WDC, U, SMCI, JBL, EPAM, GDDY, TME, SSNC, and CHKP"
TDC,"TDC vs. VERX, ASAN, SQSP, BL, PYCR, ESMT, BLKB, BOX, CWAN, and SPT"
TECK,"TECK vs. SQM, FNV, WPM, MT, STLD, CCJ, WLK, ALB, CE, and AEM"
TERN,"TERN vs. SIGA, OCS, KALV, ABUS, GRCL, FULC, GNLX, COGT, ALT, and HROW"
TETE,"TETE vs. NVAC, PBAX, FRLA, DIST, FORL, CETU, KYCH, ZLS, GMFI, and MSSA"
TEF,"TEF vs. VIV, BCE, DTE, AWK, TU, ES, WEC, ETR, FE, and EIX"
TFFP,"TFFP vs. MREO, SCPH, TYRA, INMB, GNFT, ANVS, DMAC, CTMX, IMTX, and MEIP"
TEL,"TEL vs. FTNT, MSCI, A, DASH, DDOG, CARR, BIDU, MCHP, TTD, and CTSH"
TFIN,"TFIN vs. MBIN, CUBI, OFG, BANR, FBK, RNST, LKFN, EFSC, HTLF, and LOB"
TFINP,"TFINP vs. OZKAP, BWBBP, BHRB, CCNEP, CNOBP, DCOMP, EFSCP, FITBP, FITBO, and FITBI"
TFSL,"TFSL vs. BKU, PFS, AX, EBC, CLBK, JXN, AGO, HHH, SLM, and EPRT"
TGAA,"TGAA vs. CMCA, PFTA, CBRG, DPCS, CDAQ, NNAG, COOL, ENER, BYNO, and PORT"
TGAAU,"TGAAU vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, AVHIU, and AVHIW"
TEVA,"TEVA vs. VTRS, RDY, UTHR, LEGN, VRNA, SRPT, ROIV, KRTX, CTLT, and IMGN"
TEO,"TEO vs. TDS, SHEN, IDT, SR, OTTR, ALE, OGS, NWE, PNM, and CWT"
TFC,"TFC vs. PNC, HBAN, RF, KEY, COF, MFG, USB, C, WFC, and MET"
TGAN,"TGAN vs. VLN, AIP, KOPN, ATOM, QUIK, SQNS, MX, AXTI, NA, and NVEC"
TEX,"TEX vs. HY, VRRM, ATS, FELE, WIRE, YOU, JBT, KAI, HI, and BDC"
TGAAW,"TGAAW vs. ASCBW, ALSAW, ACAXW, APXIW, ARIZW, ATAKW, BWAQW, BRKHW, CFFSW, and CLINW"
TEI,"TEI vs. AWP, THQ, ACP, THW, AVK, AFB, AFT, AIF, ARDC, and BGH"
TGL,"TGL vs. TC, ONFO, BQ, DBGI, JFBR, PIK, OCG, VINO, CJJD, and SECO"
TFII,"TFII vs. ZTO, XPO, CHRW, KNX, AAL, PAC, ASR, GXO, UHAL, and CAR"
TGLS,"TGLS vs. PLAY, SOVO, PSMT, ODP, BLMN, BOOT, BKE, ROVR, SAH, and PZZA"
TFPM,"TFPM vs. SSRM, RGLD, OR, CALM, EGO, SXT, MTRN, IOSP, HL, and LTHM"
TGTX,"TGTX vs. PTCT, INSM, SAGE, DCPH, CABA, IMTX, HALO, ABCM, FGEN, and APLS"
TGVC,"TGVC vs. MACA, NOVV, AIB, KWAC, INTE, DHAC, QOMO, WAVS, WINV, and AOGO"
TFX,"TFX vs. HAE, AZTA, EXAS, TECH, CRL, FMS, NBIX, VTRS, UTHR, and SNN"
TG,"TG vs. GRWG, NMG, PPTA, FSTR, DC, ODV, VZLA, AREC, NTIC, and PLG"
THAR,"THAR vs. ONCR, BLPH, CFRX, CALA, HGEN, SPRC, KTRA, GLMD, SXTC, and EVLO"
TH,"TH vs. CVEO, NGMS, RSI, AMCX, ACEL, MNRO, SP, SBGI, IMAX, and FUBO"
THCP,"THCP vs. CSLM, MITA, CLIN, SZZL, PORT, FNVT, NNAG, LATG, CAPT, and DPCS"
THCH,"THCH vs. FAT, BFI, NDLS, RRGB, STKS, GENK, LOCO, PBPB, FOSL, and CONN"
THFF,"THFF vs. CCBG, FMNB, CPF, LBC, CCNE, WASH, HTBK, MOFG, HBNC, and EBTC"
THCPW,"THCPW vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, AVHIU, and AVHIW"
TGB,"TGB vs. MUX, EXK, GATO, VZLA, ODV, PPTA, PLG, NFGC, TRX, and VOXR"
TGH,"TGH vs. AL, SKYW, SBLK, TRN, JBLU, INSW, GOGL, TNK, LPG, and GLNG"
THMO,"THMO vs. BXRX, SDC, RUBY, AMPE, NBY, BACK, PXMD, SINT, NUWE, and PHIO"
TGNA,"TGNA vs. TV, SBGI, GTN.A, GTN, NXST, PARA, GHC, CABO, VAC, and TNL"
TGI,"TGI vs. AIR, EH, SPCE, DCO, ASLE, KAMN, ATRO, UP, PKE, and BAER"
TGT,"TGT vs. DLTR, DG, CMG, ORLY, AZO, ROST, MELI, JD, FAST, and YUM"
TGS,"TGS vs. USAC, AROC, KGS, NGL, ETRN, DTM, ENLC, PARR, CRGY, and NS"
THRD,"THRD vs. ALT, COGT, CDMO, IGMS, GRCL, ME, LIAN, ORIC, PAHC, and TRDA"
THRM,"THRM vs. DAN, AXL, SMP, DORM, SRI, MOD, LCII, ALSN, PHIN, and GTX"
THRY,"THRY vs. CCO, NCMI, ANGI, AOSL, IIIV, PL, APPS, QNST, SNPO, and RDWR"
THRX,"THRX vs. LRMR, PDSB, ZVRA, PRQR, RANI, OMER, TSVT, ANNX, DSGN, and GTHX"
TIGO,"TIGO vs. SKM, AWINW, LIDRW, ALLG, APCXW, ARBEW, ARQQW, ASTSW, AUUDW, and AUROW"
THTX,"THTX vs. KA, BOLT, HUGE, SLS, MRKR, KRRO, BYSI, ELDN, CRVO, and CKPT"
THWWW,"THWWW vs. ADVWW, BLDEW, GFAIW, HLBZW, MCOMW, LIFWZ, PTIXW, and UKOMW"
TIL,"TIL vs. QNCX, INAB, ELUT, DYAI, DTIL, ALGS, ESLA, PASG, TSBX, and SABS"
TIGR,"TIGR vs. AC, GAMI, OPY, WT, GHL, NAVI, TRIN, TIPT, HBT, and IRS"
THG,"THG vs. AXS, RLI, SIGI, SAFT, CNA, KMPR, SPNT, HG, PLMR, and FIHL"
TILE,"TILE vs. WWW, AMRK, BALY, BV, WW, SSP, RGR, RICK, SWBI, and GTN"
TIPT,"TIPT vs. PRA, HCI, UFCS, UVE, DGICA, AMSF, GLRE, GBLI, JRVR, and EIG"
TIRX,"TIRX vs. BTCT, SVVC, PW, FRBK, DUO, HALL, RMCO, LGHL, UK, and SIVBQ"
THQ,"THQ vs. AWP, ACP, THW, AVK, AFB, AFT, AIF, ARDC, BGH, and BENFW"
THO,"THO vs. WGO, MTH, AYI, CHX, AAON, FLR, MTZ, TMHC, AZEK, and EXP"
TIVC,"TIVC vs. NUWE, NURO, HSDT, SDCCQ, ACON, NBSE, CMRA, ZIVO, NH, and PYPD"
TITN,"TITN vs. FLWS, SGU, NEGG, KIRK, YJ, SBH, CHUY, MOV, BIGC, and HVT"
THR,"THR vs. BLDP, INFN, HIMX, DBD, ACMR, ATUS, TUYA, TASK, GDYN, and BASE"
THC,"THC vs. UHS, SGRY, JAZZ, CERE, IMGN, BRBR, XRAY, CTLT, EXEL, and IONS"
TKNO,"TKNO vs. AXDX, DMTK, CDIO, ICCC, CODX, AWH, MDWD, CASI, IOBT, and ASRT"
TLF,"TLF vs. RAVE, EXPR, KIRK, XELB, WKSP, RENT, BFI, HOUR, JOAN, and JCTCF"
TKLF,"TKLF vs. BHIL, VWE, BRFH, DTCK, DALN, SANW, LOCL, YHGJ, NCRA, and LEE"
THW,"THW vs. AWP, THQ, ACP, AVK, AFB, AFT, AIF, ARDC, BGH, and BENFW"
TLGYW,"TLGYW vs. VCXAU, VIIAU, NNAGU, NNAGW, ASCAU, ASCAW, ASCBU, ENERU, AVHIU, and AVHIW"
THS,"THS vs. ENR, TR, MGPI, UTZ, DNUT, VSTS, EPC, WLY, GO, and WLYB"
TLGY,"TLGY vs. JMAC, BCSA, WNNR, ROSS, LCA, KRNL, NSTD, BRD, TWLV, and ALSA"
TLIS,"TLIS vs. MYNZ, DNAY, PRPO, OMIC, RPID, HLTH, PIRS, VVOS, LPCN, and ORGS"
TLS,"TLS vs. UIS, ASUR, RBBN, OSPN, SLP, RMNI, SPOK, JFIN, MX, and OUST"
TIMB,"TIMB vs. KT, FYBR, PHI, ORAN, OLED, WCC, BILL, PCTY, JNPR, and CYBR"
TISI,"TISI vs. OESX, ILAG, ENG, WLGS, EFOI, GLT, EVA, TBLT, CEAD, and RETO"
TLRY,"TLRY vs. COCO, OLPX, FDP, LESL, WALD, JBSS, WLYB, AGRO, WLY, and CHEF"
TIXT,"TIXT vs. PGRU, YEXT, GB, IBEX, GSMG, STER, RAMP, HCKT, NYAX, and RILY"
TK,"TK vs. SFL, GNK, TNP, GSL, ASC, EGLE, NMM, SB, NETI, and OSG"
TKC,"TKC vs. COMSP, KTEL, LBRDP, ABLVW, AENTW, ANGHW, BZFDW, CCGWW, GSMGW, and CSSEP"
TJX,"TJX vs. ROST, SBUX, CVS, BKNG, MELI, LOW, TGT, CMG, ORLY, and AZO"
TLSA,"TLSA vs. AFMD, OCUP, GMTX, FGEN, IMUX, KZR, BCTX, BIVI, AADI, and CLSD"
TLSIW,"TLSIW vs. BBLGW, COCHW, HSCSW, IINNW, NXLIW, OSAAW, MDAIW, TNONW, SXTPW, and ACONW"
TLSI,"TLSI vs. DRTS, QIPT, ALPA, PROF, ALUR, SGHT, CLPT, NPCE, LYRA, and HSAQ"
TMCWW,"TMCWW vs. IONR, NIOBW, USGOW, AAU, BVN, FMSTW, HLP, HYMCW, HYMCL, and INHD"
TKR,"TKR vs. RBC, GTLS, MSM, AA, SON, ATKR, FLS, MLI, SEE, and ESAB"
TMC,"TMC vs. MVST, DC, NB, CELU, LAAC, GSM, IPI, MUX, LZM, and AVD"
TMCI,"TMCI vs. PLSE, ATRI, OSUR, AORT, IRMD, KIDS, NVRO, SIBN, ORGO, and SRDX"
TMDX,"TMDX vs. LIVN, INMD, ITGR, CNMD, SLNO, BLFS, ZYXI, AXGN, FONR, and CUTR"
TKO,"TKO vs. EDR, WMG, LYV, ROKU, FOX, NWSA, H, EDU, FWONA, and VIACA"
TMTC,"TMTC vs. USCT, FLFV, FICV, AACI, NRAC, WRAC, GLLI, RCAC, OCAX, and GDST"
TLK,"TLK vs. CDZIP, CWEN.A, CWEN-A, SBS, CIG.C, HTOOW, NIMC, RNWWW, TRNF, and AESC"
TMUS,"TMUS vs. SAP, INTU, INTC, QCOM, VZ, CSCO, TXN, IBM, NOW, and AMAT"
TMTCR,"TMTCR vs. MCACR, OAKUR, ABLLL, ASGI, AITRU, ATMCR, ARBKL, ARIZR, ATLCL, and ATCOL"
TNDM,"TNDM vs. ICUI, PACB, NVRO, IRTC, IART, HAE, QDEL, SMMT, HIMS, and INMD"
TNGX,"TNGX vs. KROS, MNKD, ETNB, ZNTL, INVA, ANIP, PLRX, KURA, COLL, and AMLX"
TLYS,"TLYS vs. CTRN, ZUMZ, CURV, CBD, BIG, GENK, VRA, STKS, RRGB, and FTCH"
TNON,"TNON vs. INBS, NURO, AVGR, BJDX, INVO, QNRX, RSLS, DYNT, NVIV, and IONM"
